FID,pointid,b1_S2,b2_S2,b3_S2,b4_S2,b5_S2,b6_S2,b7_S2,b8_S2,b9_S2,b10_S2,b11_S2,b12_S2,b13_S2,b14_S2,b15_S2,b16_S2,b17_S2,b18_S2,Classname,Classvalue
1897,2727,307,449,598,850,1178,1304,2157,1357,1644,249,527,294,848,2930,3684,1802,761,4032,Deciduous Tree Cover,48
1898,2728,286,442,578,816,1148,1310,2075,1330,1653,188,431,193,786,2938,3645,1600,668,3848,Deciduous Tree Cover,48
1899,2729,313,449,607,833,1150,1316,2084,1296,1648,186,432,208,711,2868,3522,1595,633,3935,Deciduous Tree Cover,48
1900,2730,369,557,717,992,1446,1764,2356,1458,2073,226,486,232,873,3266,4111,1751,691,4340,Deciduous Tree Cover,48
1901,2731,325,497,652,983,1319,1580,2337,1421,2016,220,483,224,851,3069,3815,1698,654,4101,Deciduous Tree Cover,48
1902,2732,365,530,743,999,1326,1614,2496,1579,1942,213,502,226,882,3141,3968,1679,666,4217,Deciduous Tree Cover,48
1903,2733,367,531,763,1066,1320,1532,2668,1642,2008,214,483,234,797,3236,3981,1680,640,4312,Deciduous Tree Cover,48
1904,2734,418,594,849,1125,1396,1719,2811,1763,2049,222,488,226,864,3249,4135,1746,671,4427,Deciduous Tree Cover,48
1905,2735,404,581,822,1136,1484,1677,2800,1746,2110,224,507,227,882,3485,4349,1797,695,4606,Deciduous Tree Cover,48
1906,2736,392,591,832,1155,1525,1753,2892,1783,2228,217,502,232,892,3504,4384,1847,724,4715,Deciduous Tree Cover,48
1907,2737,390,564,808,1136,1479,1762,2881,1800,2183,208,452,251,816,3210,4113,1773,703,4413,Deciduous Tree Cover,48
1908,2738,390,565,818,1124,1454,1670,2834,1765,2102,219,454,269,819,3090,3841,1757,709,4145,Deciduous Tree Cover,48
1909,2739,375,540,766,1056,1395,1698,2702,1701,2063,226,500,253,882,3382,4201,1786,701,4590,Deciduous Tree Cover,48
1910,2740,325,487,690,985,1363,1531,2485,1537,1903,212,473,219,886,3419,4463,1791,688,4691,Deciduous Tree Cover,48
1911,2741,344,519,726,1007,1294,1529,2422,1524,1946,228,521,233,900,3702,4754,1829,706,5026,Deciduous Tree Cover,48
1912,2742,277,426,590,840,1092,1294,2152,1361,1609,215,475,228,833,3386,4229,1783,707,4610,Deciduous Tree Cover,48
1913,2743,369,521,714,957,1241,1427,2331,1532,1731,204,488,225,842,3345,4187,1684,642,4441,Deciduous Tree Cover,48
1914,2744,305,431,617,835,1058,1233,2185,1374,1605,225,513,227,885,3271,4060,1714,661,4330,Deciduous Tree Cover,48
1915,2745,307,456,658,865,1152,1331,2206,1396,1657,215,455,224,784,2874,3681,1674,666,3949,Deciduous Tree Cover,48
1916,2746,343,492,673,914,1168,1395,2283,1443,1712,239,470,263,860,2950,3767,1726,732,3908,Deciduous Tree Cover,48
1917,2747,286,428,576,859,1149,1366,2214,1380,1678,228,483,231,784,2987,3443,1720,707,3889,Deciduous Tree Cover,48
1918,2748,331,495,581,856,1262,1491,2189,1378,1772,204,500,203,866,3039,3929,1630,648,4017,Deciduous Tree Cover,48
1919,2749,330,479,596,904,1287,1488,2181,1380,1822,219,534,219,886,3347,4135,1691,646,4379,Deciduous Tree Cover,48
1920,2750,298,454,600,893,1272,1453,2283,1421,1791,213,494,227,879,3084,3835,1701,687,4109,Deciduous Tree Cover,48
1921,2751,335,471,647,937,1202,1393,2418,1483,1841,193,432,201,772,3013,3614,1670,659,3992,Deciduous Tree Cover,48
1922,2752,376,540,742,1010,1312,1546,2491,1601,1881,224,509,231,900,3182,4033,1647,650,4227,Deciduous Tree Cover,48
1923,2753,394,538,784,1087,1335,1514,2691,1651,1985,208,421,209,786,3220,3866,1675,630,4295,Deciduous Tree Cover,48
1924,2754,419,585,833,1089,1373,1665,2735,1741,2046,242,542,236,979,3456,4345,1817,709,4627,Deciduous Tree Cover,48
1925,2755,413,561,795,1082,1357,1594,2741,1727,2024,228,477,218,874,3457,4320,1833,727,4663,Deciduous Tree Cover,48
1926,2756,425,618,847,1151,1504,1697,2923,1809,2149,217,494,237,885,3208,4017,1755,681,4365,Deciduous Tree Cover,48
1927,2757,431,612,893,1168,1502,1758,2988,1909,2206,219,467,237,834,3177,4146,1754,688,4392,Deciduous Tree Cover,48
1928,2758,402,579,841,1158,1463,1666,2948,1834,2182,245,509,276,863,3125,4057,1764,715,4356,Deciduous Tree Cover,48
1929,2759,435,630,880,1144,1442,1772,2862,1829,2205,235,502,276,889,3356,4234,1785,708,4580,Deciduous Tree Cover,48
1930,2760,371,527,742,1074,1511,1721,2680,1615,2168,235,536,258,912,3511,4382,1798,704,4789,Deciduous Tree Cover,48
1931,2761,368,560,778,1111,1509,1771,2621,1646,2171,242,513,251,940,3584,4587,1842,737,4874,Deciduous Tree Cover,48
1932,2762,310,488,687,952,1237,1481,2363,1492,1836,215,504,-9999,838,3144,3943,1702,680,4179,Deciduous Tree Cover,48
1933,2763,343,496,686,964,1286,1526,2366,1483,1847,217,445,222,810,3131,3870,1666,651,4221,Deciduous Tree Cover,48
1934,2764,330,479,681,945,1178,1351,2334,1521,1729,187,449,199,811,3269,4094,1652,633,4394,Deciduous Tree Cover,48
1935,2765,339,472,669,931,1125,1335,2361,1479,1694,190,443,210,823,3081,3883,1625,626,4159,Deciduous Tree Cover,48
1936,2766,383,547,748,997,1276,1496,2450,1562,1821,210,523,228,870,3444,4131,1680,653,4389,Deciduous Tree Cover,48
1937,2767,310,497,691,971,1201,1458,2449,1553,1798,195,489,219,874,3160,4097,1759,696,4312,Deciduous Tree Cover,48
1938,2768,377,525,745,970,1316,1484,2481,1579,1863,188,414,210,781,3191,3945,1639,631,4202,Deciduous Tree Cover,48
1939,2769,327,497,627,952,1287,1484,2398,1490,1874,218,532,231,939,3270,4032,1671,648,4279,Deciduous Tree Cover,48
1940,2770,309,481,573,845,1226,1530,2168,1381,1799,220,528,223,910,3342,4118,1699,650,4362,Deciduous Tree Cover,48
1941,2771,432,616,825,1135,1379,1619,2624,1641,2083,194,424,216,800,3007,3767,1637,629,4119,Deciduous Tree Cover,48
1942,2772,347,518,716,1017,1296,1521,2532,1657,1888,212,482,231,860,3081,4050,1652,639,4254,Deciduous Tree Cover,48
1943,2773,435,607,855,1148,1374,1571,2720,1699,2092,214,498,219,834,3414,4305,1710,648,4593,Deciduous Tree Cover,48
1944,2774,365,524,732,1013,1361,1593,2649,1674,2005,238,574,234,997,3609,4464,1809,706,4683,Deciduous Tree Cover,48
1945,2775,362,517,719,1005,1286,1469,2634,1642,1849,226,488,223,850,3357,4101,1754,679,4469,Deciduous Tree Cover,48
1946,2776,398,558,794,1104,1360,1609,2807,1750,2043,219,531,236,902,3235,4020,1716,671,4310,Deciduous Tree Cover,48
1947,2777,407,584,811,1099,1429,1703,2869,1802,2108,224,483,226,842,3337,4121,1736,684,4433,Deciduous Tree Cover,48
1948,2778,391,542,794,1146,1441,1682,2916,1810,2125,226,481,235,882,3276,3997,1777,703,4290,Deciduous Tree Cover,48
1949,2779,412,565,851,1139,1492,1671,2936,1857,2161,210,491,243,889,3443,4302,1818,704,4602,Deciduous Tree Cover,48
1950,2780,373,555,794,1145,1489,1777,2921,1815,2236,235,534,247,928,3510,4446,1855,734,4757,Deciduous Tree Cover,48
1951,2781,328,495,709,963,1283,1482,2394,1510,1884,226,520,242,918,3330,4169,1716,665,4429,Deciduous Tree Cover,48
1952,2782,381,534,793,1067,1317,1586,2544,1625,1901,215,490,235,878,3389,4183,1772,695,4477,Deciduous Tree Cover,48
1953,2783,355,538,777,1078,1385,1593,2574,1604,2024,212,474,251,803,3062,3969,1757,692,4233,Deciduous Tree Cover,48
1954,2784,354,504,723,980,1261,1527,2471,1544,1905,210,445,223,817,3196,4038,1718,673,4324,Deciduous Tree Cover,48
1955,2785,319,488,693,924,1205,1417,2415,1539,1733,185,432,204,780,3118,3918,1663,646,4236,Deciduous Tree Cover,48
1956,2786,460,612,876,1150,1394,1602,2731,1771,2015,206,475,204,833,3225,4110,1655,618,4259,Deciduous Tree Cover,48
1957,2787,455,627,912,1164,1457,1698,2854,1856,2095,227,552,223,989,3651,4568,1798,685,4848,Deciduous Tree Cover,48
1958,2788,378,534,748,1035,1282,1500,2578,1681,1898,222,543,222,928,3480,4386,1811,695,4606,Deciduous Tree Cover,48
1959,2789,375,551,781,1060,1334,1535,2659,1682,1957,225,526,227,873,3514,4451,1730,659,4723,Deciduous Tree Cover,48
1960,2790,368,547,767,1031,1309,1548,2604,1645,1910,217,469,252,859,3166,3994,1677,648,4340,Deciduous Tree Cover,48
1961,2791,336,478,659,934,1277,1451,2410,1517,1783,217,469,233,833,3213,4117,1663,641,4276,Deciduous Tree Cover,48
1962,2792,408,576,822,1021,1349,1565,2632,1682,1918,191,416,201,836,3083,3878,1701,661,4209,Deciduous Tree Cover,48
1963,2793,409,598,827,1122,1407,1588,2763,1723,2049,219,509,219,880,3568,4396,1706,660,4781,Deciduous Tree Cover,48
1964,2794,403,567,791,1082,1423,1691,2767,1741,2116,198,482,221,928,3293,4266,1801,698,4535,Deciduous Tree Cover,48
1965,2795,389,571,762,1083,1390,1621,2658,1669,2037,235,512,258,847,3329,4096,1773,676,4464,Deciduous Tree Cover,48
1966,2796,392,562,790,1058,1383,1626,2737,1689,1990,242,515,237,894,3281,4082,1716,669,4372,Deciduous Tree Cover,48
1967,2797,402,582,799,1092,1457,1703,2821,1755,2118,205,475,225,841,3273,4096,1743,684,4337,Deciduous Tree Cover,48
1968,2798,435,599,853,1173,1432,1724,2855,1821,2158,207,445,233,832,3198,4193,1780,701,4463,Deciduous Tree Cover,48
1969,2799,373,591,822,1127,1403,1643,2750,1724,2060,233,534,238,919,3600,4460,1821,718,4777,Deciduous Tree Cover,48
1970,2800,347,505,725,1017,1286,1507,2596,1616,1928,193,428,220,778,3305,4234,1678,649,4497,Deciduous Tree Cover,48
1971,2801,350,535,750,1074,1366,1580,2580,1617,2007,198,479,217,861,3280,4070,1686,645,4368,Deciduous Tree Cover,48
1972,2802,391,555,809,1100,1412,1684,2588,1655,2096,217,501,235,904,3202,4003,1697,657,4288,Deciduous Tree Cover,48
1973,2803,408,584,827,1075,1327,1579,2583,1669,1932,226,540,232,945,3546,4401,1797,681,4605,Deciduous Tree Cover,48
1974,2804,375,531,764,1001,1343,1514,2488,1576,1900,224,538,233,907,3420,4208,1787,693,4460,Deciduous Tree Cover,48
1975,2805,369,552,747,1010,1333,1560,2466,1556,1936,219,492,218,871,3353,4194,1793,692,4494,Deciduous Tree Cover,48
1976,2806,355,492,699,993,1278,1498,2497,1574,1871,208,471,218,816,3220,3992,1698,649,4287,Deciduous Tree Cover,48
1977,2807,430,613,856,1117,1371,1622,2675,1725,2035,200,479,211,855,3310,4187,1749,655,4368,Deciduous Tree Cover,48
1978,2808,412,593,821,1099,1403,1610,2757,1780,1990,236,549,239,941,3664,4508,1854,724,4816,Deciduous Tree Cover,48
1979,2809,354,521,733,997,1308,1536,2614,1688,1907,205,435,215,846,3343,4238,1719,666,4490,Deciduous Tree Cover,48
1980,2810,395,557,771,1051,1301,1558,2613,1650,1960,201,469,212,818,3308,4163,1737,668,4448,Deciduous Tree Cover,48
1981,2811,366,543,772,1060,1387,1627,2673,1722,2005,201,432,230,790,3115,4132,1658,650,4293,Deciduous Tree Cover,48
1982,2812,441,613,864,1135,1407,1647,2815,1786,2041,203,495,229,809,3384,4110,1673,640,4468,Deciduous Tree Cover,48
1983,2813,376,546,788,1082,1327,1624,2647,1685,2021,228,507,234,920,3149,3948,1703,674,4211,Deciduous Tree Cover,48
1984,2814,397,577,812,1105,1405,1616,2739,1735,2031,214,503,226,893,3475,4235,1691,652,4505,Deciduous Tree Cover,48
1985,2815,437,627,839,1126,1447,1729,2729,1710,2142,247,564,240,965,3557,4415,1872,737,4643,Deciduous Tree Cover,48
1986,2816,362,521,682,999,1403,1617,2524,1585,2003,221,539,236,906,3506,4249,1858,745,4576,Deciduous Tree Cover,48
1987,2817,368,524,707,1013,1317,1522,2565,1579,1952,211,477,211,853,3110,3902,1719,672,4199,Deciduous Tree Cover,48
1988,2818,402,554,758,1027,1319,1601,2593,1604,2004,225,520,238,897,3268,4133,1748,678,4397,Deciduous Tree Cover,48
1989,2819,320,461,645,974,1329,1567,2541,1639,1870,211,442,214,822,3254,4098,1727,676,4399,Deciduous Tree Cover,48
1990,2820,358,499,695,999,1228,1498,2278,1447,1818,184,406,205,698,2844,3560,1591,620,3995,Deciduous Tree Cover,48
1991,2821,409,602,840,1159,1507,1774,2687,1715,2123,216,447,246,780,2948,3925,1670,645,4211,Deciduous Tree Cover,48
1992,2822,399,561,824,1107,1425,1643,2782,1785,2072,216,457,212,789,3271,4113,1694,664,4420,Deciduous Tree Cover,48
1993,2823,417,608,855,1153,1451,1662,2767,1773,2078,235,558,239,917,3349,4184,1764,670,4488,Deciduous Tree Cover,48
1994,2824,429,607,834,1109,1404,1648,2603,1690,2019,239,591,245,1034,3488,4274,1785,681,4463,Deciduous Tree Cover,48
1995,2825,363,521,723,972,1258,1485,2390,1496,1778,218,524,214,919,3511,4285,1760,668,4502,Deciduous Tree Cover,48
1996,2826,333,490,696,940,1283,1445,2337,1454,1813,221,537,229,916,3394,4116,1755,683,4376,Deciduous Tree Cover,48
1997,2827,336,492,696,985,1290,1509,2459,1534,1921,214,490,224,829,3228,4053,1740,667,4305,Deciduous Tree Cover,48
1998,2828,383,550,775,1024,1360,1549,2592,1606,1952,216,465,221,807,3260,4036,1714,657,4357,Deciduous Tree Cover,48
1999,2829,359,537,735,1008,1378,1603,2596,1618,1938,224,529,229,910,3370,4287,1807,702,4466,Deciduous Tree Cover,48
2000,2830,360,513,735,1024,1337,1589,2618,1638,1977,230,463,225,863,3365,4249,1836,726,4517,Deciduous Tree Cover,48
2001,2831,357,518,767,1037,1374,1572,2636,1667,1962,194,394,213,745,3052,3916,1703,664,4161,Deciduous Tree Cover,48
2002,2832,366,523,740,1020,1284,1503,2582,1613,1943,212,466,218,803,3102,3832,1644,638,4212,Deciduous Tree Cover,48
2003,2833,357,521,692,973,1300,1518,2527,1605,1845,186,402,194,787,3020,3966,1632,629,4224,Deciduous Tree Cover,48
2004,2834,348,519,724,1016,1355,1498,2680,1684,1886,205,476,207,804,3403,4255,1723,668,4587,Deciduous Tree Cover,48
2005,2835,421,617,844,1144,1418,1642,2703,1694,2099,205,491,216,873,3304,4117,1731,673,4371,Deciduous Tree Cover,48
2006,2836,354,541,754,1039,1320,1596,2590,1645,2028,240,552,233,984,3511,4387,1883,768,4658,Deciduous Tree Cover,48
2007,2837,328,477,683,1002,1309,1537,2516,1568,1964,207,480,229,898,3462,4336,1850,749,4697,Deciduous Tree Cover,48
2008,2838,357,494,732,1036,1337,1560,2546,1585,1984,209,508,218,884,3197,3933,1821,723,4273,Deciduous Tree Cover,48
2009,2839,367,542,699,973,1305,1520,2473,1525,1883,216,520,229,901,3116,3943,1752,699,4173,Deciduous Tree Cover,48
2010,2840,342,508,675,947,1247,1439,2301,1453,1806,223,469,242,847,3077,3901,1685,653,4146,Deciduous Tree Cover,48
2011,2841,405,571,711,940,1205,1394,2216,1417,1737,211,432,234,752,2916,3656,1631,645,3991,Deciduous Tree Cover,48
2012,2842,426,621,788,1070,1369,1538,2392,1569,1886,216,460,226,815,3113,3905,1721,678,4163,Deciduous Tree Cover,48
2013,2843,367,525,748,1008,1315,1513,2501,1641,1803,223,460,242,795,3012,3721,1698,678,3996,Deciduous Tree Cover,48
2014,2844,407,580,808,1068,1349,1564,2529,1632,1905,213,451,216,811,3056,3780,1682,658,4048,Deciduous Tree Cover,48
2015,2845,408,571,793,1083,1357,1553,2492,1593,1940,232,589,245,1027,3455,4214,1764,682,4480,Deciduous Tree Cover,48
2016,2846,355,517,700,974,1275,1490,2349,1497,1854,216,504,223,890,3361,4134,1745,658,4367,Deciduous Tree Cover,48
2017,2847,374,544,772,1020,1344,1607,2440,1533,2009,211,475,223,881,3254,4061,1740,667,4318,Deciduous Tree Cover,48
2018,2848,360,521,762,1047,1352,1629,2568,1613,1962,202,444,203,815,3203,3952,1697,640,4259,Deciduous Tree Cover,48
2019,2849,368,523,767,1065,1344,1596,2683,1686,1985,211,455,230,817,3244,4068,1723,661,4363,Deciduous Tree Cover,48
2020,2850,401,573,797,1120,1447,1694,2687,1679,2115,212,497,235,901,3417,4253,1844,721,4516,Deciduous Tree Cover,48
2021,2851,397,576,777,1055,1399,1715,2585,1599,2058,212,471,234,888,3229,4012,1844,759,4312,Deciduous Tree Cover,48
2022,2852,395,570,757,1036,1364,1610,2572,1612,1963,223,479,234,800,3080,3758,1713,672,4145,Deciduous Tree Cover,48
2023,2853,395,573,787,1092,1375,1605,2729,1700,2042,223,531,228,924,3210,4063,1708,659,4265,Deciduous Tree Cover,48
2024,2854,406,582,780,1049,1379,1668,2714,1721,2014,233,505,264,871,3177,3982,1686,657,4253,Deciduous Tree Cover,48
2025,2855,356,510,721,1036,1399,1607,2681,1664,2038,210,463,218,836,3479,4431,1745,682,4677,Deciduous Tree Cover,48
2026,2856,350,524,749,1030,1373,1558,2513,1639,1936,223,503,244,908,3172,4100,1744,708,4380,Deciduous Tree Cover,48
2027,2857,421,585,836,1107,1356,1514,2675,1671,2002,216,456,235,824,3422,4253,1766,720,4562,Deciduous Tree Cover,48
2028,2858,389,552,774,1032,1324,1608,2590,1678,1964,219,487,272,891,3205,4042,1915,806,4310,Deciduous Tree Cover,48
2029,2859,366,544,729,1047,1297,1529,2430,1517,1962,230,537,260,899,3064,3749,1747,718,4024,Deciduous Tree Cover,48
2030,2860,323,459,594,822,1127,1349,2076,1343,1625,179,390,201,747,2788,3614,1618,655,3866,Deciduous Tree Cover,48
2031,2861,310,481,633,913,1179,1410,2166,1422,1634,195,440,220,744,2780,3539,1594,636,3801,Deciduous Tree Cover,48
2032,2862,367,538,694,992,1216,1411,2295,1470,1781,202,419,233,740,2887,3659,1606,630,4002,Deciduous Tree Cover,48
2033,2863,369,540,770,1011,1270,1432,2345,1484,1857,214,481,235,856,3062,3781,1671,651,4108,Deciduous Tree Cover,48
2034,2864,310,487,658,930,1307,1499,2331,1542,1814,199,468,220,832,3068,3880,1698,644,4212,Deciduous Tree Cover,48
2035,2865,416,584,826,1094,1395,1591,2578,1627,1962,223,552,239,939,3419,4107,1777,687,4398,Deciduous Tree Cover,48
2036,2866,410,590,810,1106,1416,1665,2707,1716,2038,227,553,246,928,3252,4098,1803,691,4369,Deciduous Tree Cover,48
2037,2867,443,616,891,1144,1445,1678,2916,1850,2124,219,523,231,870,3353,4110,1785,681,4374,Deciduous Tree Cover,48
2038,2868,398,566,842,1131,1417,1689,2830,1794,2148,212,476,238,877,3222,4101,1886,762,4389,Deciduous Tree Cover,48
2039,2869,326,489,699,1030,1367,1662,2625,1641,2027,254,488,284,858,3006,3829,1848,783,3991,Deciduous Tree Cover,48
2040,2870,371,556,765,1100,1426,1669,2649,1650,2045,209,459,235,783,3113,3576,1716,683,3991,Deciduous Tree Cover,48
2041,2871,420,617,861,1185,1454,1680,2823,1782,2144,221,476,234,862,3115,3837,1761,701,4116,Deciduous Tree Cover,48
2042,2872,432,605,848,1155,1474,1712,2830,1828,2078,233,470,259,859,3139,3928,1739,686,4212,Deciduous Tree Cover,48
2043,2873,412,589,820,1096,1444,1619,2786,1723,2085,219,519,239,876,3476,4277,1784,705,4543,Deciduous Tree Cover,48
2044,2874,364,535,747,1072,1379,1599,2436,1565,2000,207,501,233,879,3354,4176,1737,701,4480,Deciduous Tree Cover,48
2045,2875,428,580,817,1080,1352,1623,2559,1625,2051,228,524,240,912,3302,4229,1784,721,4502,Deciduous Tree Cover,48
2046,2876,339,507,753,1029,1394,1608,2559,1677,1924,219,480,245,866,3299,4296,1847,760,4538,Deciduous Tree Cover,48
2047,2877,342,495,585,800,1178,1359,2026,1306,1611,201,446,205,765,2916,3706,1606,647,4044,Deciduous Tree Cover,48
2048,2878,281,428,552,800,1079,1227,2005,1308,1537,207,459,229,777,2933,3687,1705,713,3898,Deciduous Tree Cover,48
2049,2879,354,495,638,878,1090,1224,2038,1304,1573,223,490,233,789,2996,3507,1713,694,3911,Deciduous Tree Cover,48
2050,2880,343,523,703,922,1199,1398,2227,1464,1686,211,475,242,825,2848,3630,1613,635,3813,Deciduous Tree Cover,48
2051,2881,333,501,687,972,1322,1547,2375,1545,1842,188,440,210,819,3024,3834,1629,611,4048,Deciduous Tree Cover,48
2052,2882,387,577,787,1069,1342,1581,2514,1587,2007,232,538,237,920,3262,3912,1771,680,4203,Deciduous Tree Cover,48
2053,2883,394,581,816,1116,1414,1659,2701,1735,2023,223,499,242,897,3094,3787,1799,716,4072,Deciduous Tree Cover,48
2054,2884,442,637,935,1256,1533,1774,3015,1902,2280,228,526,245,910,3466,4252,1922,746,4589,Deciduous Tree Cover,48
2055,2885,385,570,825,1122,1508,1817,2824,1775,2164,200,448,214,905,3245,4136,1884,759,4357,Deciduous Tree Cover,48
2056,2886,389,582,819,1111,1513,1724,2741,1685,2137,221,467,246,783,3074,3941,1767,710,4211,Deciduous Tree Cover,48
2057,2887,420,607,859,1145,1467,1695,2788,1756,2160,202,435,224,736,2991,3789,1702,671,4094,Deciduous Tree Cover,48
2058,2888,390,569,790,1085,1397,1627,2734,1724,2031,202,451,221,799,2931,3706,1743,706,4017,Deciduous Tree Cover,48
2059,2889,379,553,779,1096,1415,1657,2761,1755,2101,221,457,246,851,3084,3874,1773,724,4103,Deciduous Tree Cover,48
2060,2890,397,558,817,1125,1396,1623,2794,1755,2086,200,436,205,837,3234,4021,1744,699,4155,Deciduous Tree Cover,48
2061,2891,351,533,708,1056,1515,1804,2403,1559,2160,209,487,224,926,3339,4223,1705,687,4515,Deciduous Tree Cover,48
2062,2892,358,525,627,842,1150,1350,2057,1322,1577,206,422,201,771,2979,3763,1633,662,3991,Deciduous Tree Cover,48
2063,2893,312,475,614,867,1099,1245,1991,1293,1548,197,483,209,826,3025,3675,1686,696,4026,Deciduous Tree Cover,48
2064,2894,365,546,713,938,1205,1466,2148,1438,1697,190,448,215,809,2976,3844,1580,620,4005,Deciduous Tree Cover,48
2065,2895,337,503,711,985,1287,1466,2296,1493,1836,199,451,198,778,3089,3809,1616,609,4093,Deciduous Tree Cover,48
2066,2896,380,556,758,1035,1306,1547,2490,1591,1988,223,552,234,943,3171,3924,1773,689,4178,Deciduous Tree Cover,48
2067,2897,418,603,867,1150,1428,1685,2742,1770,2025,218,528,230,916,3328,4075,1797,705,4308,Deciduous Tree Cover,48
2068,2898,430,607,906,1245,1486,1766,2956,1875,2213,230,552,233,947,3509,4258,1965,770,4570,Deciduous Tree Cover,48
2069,2899,415,593,869,1157,1474,1766,2837,1814,2168,227,530,227,943,3297,4102,1889,752,4269,Deciduous Tree Cover,48
2070,2900,346,507,743,1079,1328,1542,2652,1612,2053,209,448,219,817,3141,3778,1739,688,4067,Deciduous Tree Cover,48
2071,2901,399,595,846,1133,1484,1761,2796,1746,2116,211,440,248,782,2983,3719,1711,684,4023,Deciduous Tree Cover,48
